frame,source_cam,target_cam,mean_px_err,n_corners
0,0,1,7.615950187227979,18
1,0,1,7.450444001978481,23
2,0,1,6.596678213459368,21
3,0,1,1.9478646160191035,47
4,0,1,2.1694651674237138,44
5,0,1,2.454956916228191,42
6,0,1,2.4425429850485036,40
7,0,1,1.9705316186561173,47
8,0,1,1.3121399750549112,42
9,0,1,2.0204649679873343,28
10,0,1,2.3098364095469988,18
11,0,1,3.5670140221522666,12
13,0,1,3.8651219510650736,29
22,0,1,3.7082995786064155,16
23,0,1,8.739052694984125,23
24,0,1,2.920504568254303,24
25,0,1,5.3527056655654235,30
26,0,1,5.62939939897858,22
35,0,1,6.550253450791492,7
46,0,1,1.860050850158985,6
57,0,1,2.0373714376675074,6
68,0,1,4.910075755690203,8
79,0,1,3.777935632705013,5
101,0,1,5.14045957899165,3
112,0,1,6.757897409983088,23
113,0,1,3.304254886588469,13
124,0,1,2.2924200897519835,17
135,0,1,0.9272580548149,24
146,0,1,1.8912325101579768,34
148,0,1,2.306095829084764,1
154,0,1,2.2932955958139774,6
155,0,1,2.569235481759267,4
156,0,1,2.040788014351411,9
157,0,1,1.2747722271555222,22
158,0,1,2.2987470944708805,10
159,0,1,2.145760367243687,11
160,0,1,2.245014361322154,9
162,0,1,2.8178222874004155,13
163,0,1,1.1431377178667137,18
164,0,1,2.520902192553715,20
165,0,1,2.850185671564019,19
166,0,1,3.082034847197939,18
167,0,1,3.0900204950315637,12
168,0,1,4.9405310159192055,26
169,0,1,3.8123692064293815,15
170,0,1,3.254043665192243,18
171,0,1,3.471196120526838,32
172,0,1,1.4291064846235273,19
173,0,1,1.374682545023605,27
174,0,1,1.5703853349348256,36
175,0,1,1.9251848927837314,43
176,0,1,1.763120850239409,44
177,0,1,2.1517102072477456,32
178,0,1,2.4761273839890405,28
179,0,1,5.4384091439803495,10
180,0,1,2.844560264327632,40
181,0,1,2.8893609852107875,54
182,0,1,2.778970471721574,49
183,0,1,2.1376095742402876,54
184,0,1,2.0951183487757423,48
185,0,1,3.619813317198589,39
186,0,1,3.5765648559909407,42
187,0,1,2.5606499002100653,52
188,0,1,2.5359324720935232,36
189,0,1,2.3611148428637714,44
190,0,1,6.568882170443763,1
191,0,1,3.396743073345118,41
192,0,1,2.729000802157488,47
193,0,1,2.8589162922856075,43
194,0,1,4.679250428502993,38
195,0,1,4.944479473446084,27
196,0,1,3.095762434779554,29
197,0,1,5.921476295545989,1
198,0,1,5.271900198930599,31
199,0,1,3.2123523646123844,38
200,0,1,4.598459146918453,37
201,0,1,4.885266591299023,7
202,0,1,2.442246479161571,18
203,0,1,5.27704144243923,27
204,0,1,5.676122631055976,12
205,0,1,3.565801502593372,11
206,0,1,6.343051608508914,11
207,0,1,5.169802925965804,18
208,0,1,4.659003393114718,28
209,0,1,3.8514832832078274,41
210,0,1,2.6572549077920162,21
211,0,1,3.6004985436336914,24
212,0,1,5.438862103965016,17
213,0,1,3.7749414025221046,29
214,0,1,3.7895594858746393,25
215,0,1,2.1925596786906962,25
216,0,1,2.344738377849901,1
217,0,1,1.7934261766695798,25
218,0,1,2.192916432771994,31
219,0,1,2.1807906896733886,32
220,0,1,2.415080462186975,30
221,0,1,2.6707464651492345,48
222,0,1,3.084054325091908,38
223,0,1,7.181884288578055,18
225,0,1,2.7882480929272777,36
226,0,1,3.6727221092622786,31
227,0,1,4.187237737956427,15
228,0,1,2.827299574943589,1
235,0,1,4.831129924921635,25
246,0,1,1.1105949903955235,29
255,0,1,3.404309188183117,39
256,0,1,3.071688666669285,49
257,0,1,0.9501056160782846,36
258,0,1,2.0468562867150446,58
259,0,1,2.4237666865358225,58
260,0,1,2.5397095392962608,60
261,0,1,2.209882360571176,56
262,0,1,1.9273695678886773,54
263,0,1,1.8732898778951645,60
264,0,1,2.123756651979703,56
265,0,1,2.1931447877786487,58
266,0,1,1.816427356254382,60
267,0,1,1.601443574566475,58
268,0,1,0.9924234189434123,51
269,0,1,1.4416371553178162,60
270,0,1,1.4082985914614576,60
271,0,1,1.4231060517055778,60
272,0,1,1.662663729497729,60
273,0,1,1.7487562937023702,52
274,0,1,1.2776835864649605,60
275,0,1,1.3882311527408737,59
276,0,1,1.1414299815924853,60
277,0,1,1.1098265595045425,62
278,0,1,1.0879966487851034,58
279,0,1,4.310474872719995,59
280,0,1,3.249309098147678,63
281,0,1,1.5159714809158686,59
282,0,1,5.080709392391966,56
283,0,1,3.689817670972608,53
284,0,1,1.8229872157698215,61
286,0,1,1.7326576973510304,63
287,0,1,1.5656932355419364,63
288,0,1,2.2647923174658513,63
289,0,1,3.0764694253790403,63
290,0,1,4.310851844200565,55
291,0,1,1.4605572812708953,63
295,0,1,0.7476123147569965,59
296,0,1,0.9479222090174358,63
298,0,1,1.4407772222579134,63
300,0,1,0.4396753680743224,63
301,0,1,3.5501221698607077,62
302,0,1,1.0994316302127813,63
303,0,1,1.0943148251590198,63
305,0,1,1.0732706854902678,63
306,0,1,0.9482198099684571,63
307,0,1,1.6842526943753746,63
308,0,1,0.7212015138992137,61
309,0,1,2.0746268940657417,63
310,0,1,2.5125005690491005,63
311,0,1,0.9580369309568648,63
312,0,1,3.3037129131963696,62
313,0,1,1.3150066940915426,63
314,0,1,0.9024707695598794,61
315,0,1,1.7598541522296902,59
316,0,1,1.3810691137569526,45
317,0,1,5.074067416689254,44
318,0,1,1.664218367703931,36
319,0,1,1.8583783732336345,33
320,0,1,2.170118484657143,24
321,0,1,6.484625589546235,19
322,0,1,6.922396138705136,30
323,0,1,2.496612929180423,63
